"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 09- 22","81,400","81,900","83,500","80,100","8.89M","-0.97%"
"2019- 09- 15","82,200","81,000","83,400","79,000","14.69M","-0.48%"
"2019- 09- 08","82,600","83,100","84,600","81,300","7.84M","0.85%"
"2019- 09- 01","81,900","77,000","84,000","76,300","12.20M","5.81%"
"2019- 08- 25","77,400","72,600","78,000","71,500","12.30M","4.03%"
"2019- 08- 18","74,400","77,300","77,500","73,400","9.14M","-2.62%"
"2019- 08- 11","76,400","73,700","77,900","73,500","7.08M","4.23%"
"2019- 08- 04","73,300","75,500","76,000","71,900","15.47M","-3.68%"
"2019- 07- 28","76,100","79,000","80,000","74,900","16.82M","-4.64%"
"2019- 07- 21","79,800","77,800","80,700","77,000","18.58M","3.91%"
"2019- 07- 14","76,800","74,500","77,000","73,900","11.83M","2.81%"
"2019- 07- 07","74,700","66,400","75,800","66,200","17.12M","9.21%"
"2019- 06- 30","68,400","71,000","71,700","68,400","12.24M","-1.58%"
"2019- 06- 23","69,500","65,900","71,600","65,600","17.47M","5.46%"
"2019- 06- 16","65,900","62,800","67,400","62,400","15.28M","4.44%"
"2019- 06- 09","63,100","66,100","67,800","62,600","17.33M","-3.52%"
"2019- 06- 02","65,400","65,200","67,600","64,200","13.90M","0.15%"
"2019- 05- 26","65,300","67,900","68,300","64,700","25.41M","-3.40%"
"2019- 05- 19","67,600","71,800","72,800","67,000","15.32M","-5.59%"
"2019- 05- 12","71,600","73,900","75,100","71,400","14.35M","-3.76%"
"2019- 05- 05","74,400","79,200","80,500","73,400","16.24M","-7.46%"
"2019- 04- 28","80,400","78,700","81,300","78,100","11.33M","2.29%"
"2019- 04- 21","78,600","81,500","81,800","77,500","17.84M","-3.91%"
"2019- 04- 14","81,800","79,000","82,400","78,500","13.18M","4.74%"
"2019- 04- 07","78,100","78,900","79,500","76,200","11.55M","-1.14%"
"2019- 03- 31","79,000","75,600","81,400","75,500","18.20M","6.47%"
"2019- 03- 24","74,200","73,700","74,900","71,200","15.43M","-2.50%"
"2019- 03- 17","76,100","69,200","78,900","66,600","23.27M","11.75%"
"2019- 03- 10","68,100","67,000","68,700","65,900","15.01M","2.10%"
"2019- 03- 03","66,700","70,300","71,400","66,200","20.20M","-4.71%"
"2019- 02- 24","70,000","77,300","77,600","69,900","15.99M","-8.74%"
"2019- 02- 17","76,700","74,300","77,200","73,000","11.11M","3.93%"
"2019- 02- 10","73,800","73,000","77,600","72,200","15.53M","0.41%"
"2019- 02- 03","73,500","77,500","78,200","73,000","8.13M","-3.16%"
"2019- 01- 27","75,900","74,700","77,100","71,000","21.26M","1.74%"
"2019- 01- 20","74,600","65,900","74,800","64,800","24.52M","15.48%"
"2019- 01- 13","64,600","64,300","66,200","62,000","12.68M","-0.77%"
"2019- 01- 06","65,100","59,000","65,900","57,600","18.24M","11.66%"
"2018- 12- 30","58,300","61,300","61,400","56,700","8.61M","-3.64%"
"2018- 12- 23","60,500","59,600","62,300","59,200","9.14M","0.83%"
"2018- 12- 16","60,000","61,600","62,500","58,100","17.58M","-2.91%"
"2018- 12- 09","61,800","65,900","66,600","61,200","16.66M","-7.49%"
"2018- 12- 02","66,800","71,000","71,100","65,700","15.01M","-4.02%"
"2018- 11- 25","69,600","69,200","73,700","68,800","14.49M","0.43%"
"2018- 11- 18","69,300","69,600","70,500","66,100","12.08M","-1.14%"
"2018- 11- 11","70,100","72,200","74,500","69,900","15.13M","-3.84%"
"2018- 11- 04","72,900","72,000","73,600","69,100","17.05M","0.41%"
"2018- 10- 28","72,600","66,600","72,800","64,800","23.81M","8.36%"
"2018- 10- 21","67,000","69,600","70,900","62,900","22.79M","-5.37%"
"2018- 10- 14","70,800","71,600","71,700","67,800","13.88M","-2.21%"
"2018- 10- 07","72,400","69,500","73,200","67,500","15.97M","2.99%"
"2018- 09- 30","70,300","74,300","74,600","69,400","16.40M","-3.83%"
"2018- 09- 23","73,100","75,900","75,900","73,100","11.37M","-4.69%"
"2018- 09- 16","76,700","78,000","79,900","76,100","16.43M","-1.29%"
"2018- 09- 09","77,700","75,900","77,800","73,900","20.47M","2.37%"
"2018- 09- 02","75,900","82,200","82,800","74,100","19.99M","-8.55%"
"2018- 08- 26","83,000","82,100","84,300","81,500","13.93M","1.47%"
"2018- 08- 19","81,800","74,700","82,200","74,400","19.75M","9.80%"
"2018- 08- 12","74,500","74,300","76,600","72,500","15.00M","-0.80%"
"2018- 08- 05","75,100","82,200","82,300","74,600","24.25M","-9.84%"
"2018- 07- 29","83,300","86,200","86,400","82,900","12.64M","-3.25%"
"2018- 07- 22","86,100","86,300","86,400","78,600","26.24M","-2.05%"
"2018- 07- 15","87,900","88,700","91,200","87,200","11.41M","-1.01%"
"2018- 07- 08","88,800","85,300","90,100","85,300","13.56M","4.10%"
"2018- 07- 01","85,300","85,000","87,800","83,400","13.03M","-0.47%"
"2018- 06- 24","85,700","88,800","88,800","82,400","20.09M","-4.25%"
"2018- 06- 17","89,500","86,800","89,500","82,300","18.48M","2.87%"
"2018- 06- 10","87,000","88,800","90,200","86,100","11.57M","-1.58%"
"2018- 06- 03","88,400","91,000","92,700","87,600","13.03M","-3.28%"
"2018- 05- 27","91,400","94,600","96,100","89,600","19.63M","-3.99%"
"2018- 05- 20","95,200","88,400","97,700","87,400","20.91M","8.30%"
"2018- 05- 13","87,900","86,100","88,700","83,900","12.24M","2.09%"
"2018- 05- 06","86,100","84,500","86,800","83,100","10.62M","3.73%"
"2018- 04- 29","83,000","85,400","86,000","82,600","13.91M","-4.71%"
"2018- 04- 22","87,100","83,400","88,800","80,400","25.67M","3.20%"
"2018- 04- 15","84,400","84,200","88,200","82,300","17.78M","0.24%"
"2018- 04- 08","84,200","80,000","85,900","79,200","17.83M","4.86%"
"2018- 04- 01","80,300","81,700","83,200","78,700","17.50M","-1.23%"
"2018- 03- 25","81,300","82,300","84,800","79,600","25.28M","-2.17%"
"2018- 03- 18","83,100","90,200","91,500","82,800","19.68M","-7.46%"
"2018- 03- 11","89,800","84,900","90,900","84,300","26.10M","7.80%"
"2018- 03- 04","83,300","77,500","85,900","77,100","25.49M","7.62%"
"2018- 02- 25","77,400","78,300","79,200","75,900","11.46M","0.13%"
"2018- 02- 18","77,300","78,900","79,000","75,200","12.73M","-0.39%"
"2018- 02- 11","77,600","73,700","79,500","73,400","14.95M","5.72%"
"2018- 02- 04","73,400","70,200","74,200","68,200","25.92M","1.66%"
"2018- 01- 28","72,200","76,500","77,000","71,800","22.10M","-4.37%"
"2018- 01- 21","75,500","72,800","76,400","70,700","26.78M","3.00%"
"2018- 01- 14","73,300","73,700","76,800","72,500","21.17M","-1.48%"
"2018- 01- 07","74,400","79,500","80,000","72,000","24.71M","-6.18%"
"2017- 12- 31","79,300","77,300","79,700","76,200","12.17M","3.66%"
"2017- 12- 24","76,500","76,600","76,900","74,000","13.29M","-0.26%"
"2017- 12- 17","76,700","76,200","81,600","75,900","22.45M","1.32%"
"2017- 12- 10","75,700","79,000","79,500","75,600","17.92M","-3.81%"
"2017- 12- 03","78,700","77,600","79,500","75,600","20.48M","1.68%"
"2017- 11- 26","77,400","86,000","86,700","76,800","28.32M","-9.05%"
"2017- 11- 19","85,100","83,300","87,700","81,800","17.94M","2.53%"
"2017- 11- 12","83,000","82,000","84,800","81,200","16.82M","1.22%"
"2017- 11- 05","82,000","83,600","84,400","81,000","15.58M","-2.84%"
"2017- 10- 29","84,400","79,600","86,000","79,100","27.93M","7.65%"
"2017- 10- 22","78,400","82,600","84,700","76,500","30.83M","-3.45%"
"2017- 10- 15","81,200","86,100","87,100","79,000","37.19M","-5.69%"
"2017- 10- 08","86,100","86,300","90,300","85,300","23.78M","3.86%"
"2017- 09- 24","82,900","83,600","86,300","81,000","28.80M","-0.24%"
"2017- 09- 17","83,100","78,200","84,300","77,700","24.91M","7.64%"
"2017- 09- 10","77,200","73,600","77,500","73,200","18.41M","6.34%"
"2017- 09- 03","72,600","66,600","72,800","66,600","18.34M","5.68%"
"2017- 08- 27","68,700","68,000","69,300","66,400","11.23M","0.44%"
"2017- 08- 20","68,400","67,300","69,000","66,600","12.00M","2.09%"
"2017- 08- 13","67,000","63,000","67,300","62,300","16.72M","9.12%"
"2017- 08- 06","61,400","64,000","66,400","61,400","22.84M","-4.06%"
"2017- 07- 30","64,000","63,700","68,200","63,200","23.53M","-0.93%"
"2017- 07- 23","64,600","71,300","73,000","64,200","33.39M","-9.27%"
"2017- 07- 16","71,200","71,800","71,900","70,000","10.03M","0.14%"
"2017- 07- 09","71,100","67,000","72,200","65,700","17.56M","6.76%"
"2017- 07- 02","66,600","66,500","69,400","65,300","18.30M","-1.19%"
"2017- 06- 25","67,400","65,000","69,600","65,000","20.73M","3.69%"
"2017- 06- 18","65,000","61,300","66,500","61,300","25.41M","7.44%"
"2017- 06- 11","60,500","57,200","61,600","56,800","18.76M","3.77%"
"2017- 06- 04","58,300","57,200","58,400","55,400","14.23M","2.10%"
"2017- 05- 28","57,100","57,700","58,800","56,100","13.35M","0.00%"
"2017- 05- 21","57,100","54,900","57,100","54,800","12.37M","5.35%"
"2017- 05- 14","54,200","55,300","56,800","53,400","12.84M","-1.99%"
"2017- 05- 07","55,300","56,000","58,100","54,800","14.22M","-1.07%"
"2017- 04- 30","55,900","55,300","55,900","54,800","7.12M","3.52%"
"2017- 04- 23","54,000","52,700","54,700","51,300","20.35M","3.85%"
"2017- 04- 16","52,000","50,200","52,500","49,100","12.67M","4.42%"
"2017- 04- 09","49,800","49,700","50,700","48,400","11.01M","0.00%"
"2017- 04- 02","49,800","50,800","52,200","48,700","12.91M","-1.39%"
"2017- 03- 26","50,500","50,000","52,200","49,900","17.40M","2.02%"
"2017- 03- 19","49,500","46,950","50,200","46,550","19.41M","5.88%"
"2017- 03- 12","46,750","49,550","51,900","46,600","25.02M","-4.98%"
"2017- 03- 05","49,200","47,600","49,550","47,500","18.74M","4.46%"
"2017- 02- 26","47,100","46,850","48,250","45,650","23.80M","-0.84%"
"2017- 02- 19","47,500","50,900","51,700","47,400","18.11M","-5.75%"
"2017- 02- 12","50,400","49,550","51,600","47,550","30.96M","0.80%"
"2017- 02- 05","50,000","54,200","54,600","50,000","23.23M","-6.89%"
"2017- 01- 29","53,700","53,300","54,900","51,800","13.92M","0.75%"
"2017- 01- 22","53,300","49,950","53,500","49,900","14.80M","8.44%"
"2017- 01- 15","49,150","50,100","50,300","48,300","14.09M","-2.29%"
"2017- 01- 08","50,300","48,500","51,900","48,200","19.80M","4.79%"
"2017- 01- 01","48,000","44,750","48,450","44,600","12.28M","7.38%"
"2016- 12- 25","44,700","46,200","46,600","44,600","5.87M","-3.46%"
"2016- 12- 18","46,300","46,250","46,650","44,950","11.27M","-0.22%"
"2016- 12- 11","46,400","45,750","46,450","44,700","9.18M","1.98%"
"2016- 12- 04","45,500","44,050","46,750","43,800","13.08M","2.48%"
"2016- 11- 27","44,400","42,400","44,500","41,800","14.96M","4.23%"
"2016- 11- 20","42,600","41,800","43,900","40,650","12.05M","1.43%"
"2016- 11- 13","42,000","40,000","42,400","39,500","11.21M","5.40%"
"2016- 11- 06","39,850","41,800","42,150","38,700","15.12M","-3.28%"
"2016- 10- 30","41,200","42,500","42,900","40,450","13.22M","-2.94%"
"2016- 10- 23","42,450","41,000","43,600","39,850","18.84M","3.66%"
"2016- 10- 16","40,950","41,750","42,300","38,850","16.95M","-1.44%"
"2016- 10- 09","41,550","42,200","42,500","40,950","14.30M","-1.54%"
"2016- 10- 02","42,200","41,500","43,150","41,000","13.14M","4.98%"
"2016- 09- 25","40,200","39,350","42,000","38,800","16.42M","2.16%"
"2016- 09- 18","39,350","38,700","39,800","38,250","14.43M","4.10%"
"2016- 09- 11","37,800","37,500","38,300","37,000","8.58M","-2.95%"
"2016- 09- 04","38,950","36,900","39,000","36,850","14.25M","6.28%"
"2016- 08- 28","36,650","35,350","36,950","35,300","11.80M","1.10%"
"2016- 08- 21","36,250","35,500","36,350","34,900","12.03M","2.40%"
"2016- 08- 14","35,400","34,950","35,400","32,900","11.46M","3.06%"
"2016- 08- 07","34,350","35,150","35,250","33,450","12.57M","-1.29%"
"2016- 07- 31","34,800","34,700","35,300","33,000","12.33M","1.16%"
"2016- 07- 24","34,400","32,300","34,400","31,100","19.68M","7.50%"
"2016- 07- 17","32,000","32,900","33,100","31,200","9.92M","-2.14%"
"2016- 07- 10","32,700","31,750","33,500","31,550","15.69M","5.31%"
"2016- 07- 03","31,050","32,250","32,900","30,300","16.57M","-3.42%"
"2016- 06- 26","32,150","31,350","32,700","30,650","24.78M","1.10%"
"2016- 06- 19","31,800","29,800","33,100","29,050","35.66M","9.66%"
"2016- 06- 12","29,000","28,650","30,400","28,000","18.36M","0.00%"
"2016- 06- 05","29,000","27,700","29,400","27,650","15.57M","5.07%"
"2016- 05- 29","27,600","28,850","29,400","27,400","21.47M","-3.66%"
"2016- 05- 22","28,650","26,800","28,750","26,650","18.68M","8.94%"
"2016- 05- 15","26,300","26,100","26,900","25,650","11.92M","0.77%"
"2016- 05- 08","26,100","26,150","26,550","25,700","13.03M","-2.06%"
"2016- 05- 01","26,650","27,950","28,300","26,500","6.97M","-5.33%"
"2016- 04- 24","28,150","27,650","29,750","27,350","24.82M","2.36%"
"2016- 04- 17","27,500","28,000","28,150","27,200","13.20M","-0.54%"
"2016- 04- 10","27,650","27,600","27,850","27,100","11.76M","-0.54%"
"2016- 04- 03","27,800","28,100","28,150","26,750","15.38M","-1.42%"
"2016- 03- 27","28,200","29,000","29,500","28,000","15.61M","-3.26%"
"2016- 03- 20","29,150","29,800","30,450","28,900","11.73M","-1.02%"
"2016- 03- 13","29,450","31,100","31,100","29,050","12.61M","-4.07%"
"2016- 03- 06","30,700","32,150","32,250","29,650","16.32M","-3.76%"
"2016- 02- 28","31,900","30,800","32,100","29,600","12.06M","3.57%"
"2016- 02- 21","30,800","29,400","31,500","29,400","10.73M","4.05%"
"2016- 02- 14","29,600","27,750","30,850","27,500","17.38M","8.23%"
"2016- 02- 07","27,350","27,000","27,750","26,850","4.79M","-2.67%"
"2016- 01- 31","28,100","28,100","28,800","27,200","14.23M","2.93%"
"2016- 01- 24","27,300","27,550","29,100","26,850","17.18M","0.55%"
"2016- 01- 17","27,150","25,900","28,300","25,800","16.94M","1.31%"
"2016- 01- 10","26,800","29,400","29,500","26,800","22.02M","-9.76%"
"2016- 01- 03","29,700","30,550","31,200","29,550","12.04M","-3.41%"
"2015- 12- 27","30,750","31,750","31,850","30,550","6.27M","-3.00%"
"2015- 12- 20","31,700","30,450","33,150","30,250","16.95M","3.59%"
"2015- 12- 13","30,600","29,000","30,700","28,550","13.30M","2.51%"
"2015- 12- 06","29,850","31,450","31,700","29,600","12.00M","-4.33%"
"2015- 11- 29","31,200","32,050","32,650","30,600","14.16M","-2.50%"
"2015- 11- 22","32,000","31,150","34,150","30,100","29.53M","3.23%"
"2015- 11- 15","31,000","30,600","31,750","30,050","11.42M","-0.48%"
"2015- 11- 08","31,150","30,900","31,600","30,400","12.53M","-0.16%"
"2015- 11- 01","31,200","30,700","33,000","30,400","19.23M","1.63%"
"2015- 10- 25","30,700","32,350","33,100","30,450","19.90M","-4.36%"
"2015- 10- 18","32,100","36,150","36,200","31,850","31.72M","-11.08%"
"2015- 10- 11","36,100","37,550","37,550","35,800","13.87M","-3.86%"
"2015- 10- 04","37,550","35,250","38,100","35,100","17.89M","8.68%"
"2015- 09- 27","34,550","33,700","34,750","33,350","10.79M","0.58%"
"2015- 09- 20","34,350","35,200","35,250","33,400","13.09M","-3.92%"
"2015- 09- 13","35,750","35,300","36,450","33,350","17.64M","2.14%"
"2015- 09- 06","35,000","34,800","36,500","34,300","12.38M","0.43%"
"2015- 08- 30","34,850","36,850","36,850","33,350","21.60M","-5.56%"
"2015- 08- 23","36,900","31,600","37,700","30,300","40.73M","15.31%"
"2015- 08- 16","32,000","37,300","37,400","31,400","27.90M","-13.28%"
"2015- 08- 09","36,900","36,200","37,200","35,400","9.71M","1.93%"
"2015- 08- 02","36,200","36,500","38,300","35,050","19.99M","-2.43%"
"2015- 07- 26","37,100","38,500","38,850","34,050","27.10M","-3.76%"
"2015- 07- 19","38,550","40,150","40,350","37,750","20.39M","-3.50%"
"2015- 07- 12","39,950","41,450","41,850","37,800","32.55M","-2.20%"
"2015- 07- 05","40,850","42,000","42,050","39,600","16.74M","-4.22%"
"2015- 06- 28","42,650","41,000","43,200","40,600","15.03M","1.55%"
"2015- 06- 21","42,000","43,800","44,600","41,550","19.01M","-3.56%"
"2015- 06- 14","43,550","46,550","47,100","43,500","17.15M","-6.44%"
"2015- 06- 07","46,550","48,600","48,800","46,450","11.75M","-5.10%"
"2015- 05- 31","49,050","50,600","51,700","48,100","12.88M","-4.01%"
"2015- 05- 24","51,100","48,500","51,300","47,500","18.90M","6.79%"
"2015- 05- 17","47,850","45,100","47,850","44,400","11.27M","5.63%"
"2015- 05- 10","45,300","46,100","47,250","45,200","8.83M","-1.41%"
"2015- 05- 03","45,950","46,500","47,100","44,550","9.25M","-0.43%"
"2015- 04- 26","46,150","47,300","47,500","45,400","10.48M","-2.22%"
"2015- 04- 19","47,200","44,100","47,250","43,600","18.67M","5.95%"
"2015- 04- 12","44,550","44,400","44,900","43,700","11.76M","2.18%"
"2015- 04- 05","43,600","44,450","45,100","41,550","23.09M","-1.36%"
"2015- 03- 29","44,200","46,000","46,350","44,000","12.88M","-3.49%"
"2015- 03- 22","45,800","47,100","48,350","45,400","16.49M","-2.24%"
"2015- 03- 15","46,850","44,400","47,000","44,400","13.45M","6.24%"
"2015- 03- 08","44,100","45,450","45,750","43,100","18.61M","-4.55%"
"2015- 03- 01","46,200","46,850","47,500","45,250","11.94M","-0.86%"
"2015- 02- 22","46,600","46,500","47,900","46,250","10.96M","0.32%"
"2015- 02- 15","46,450","47,550","47,550","46,300","3.20M","-1.28%"
"2015- 02- 08","47,050","45,300","47,500","45,000","11.38M","3.41%"
"2015- 02- 01","45,500","47,300","47,600","45,200","13.95M","-4.51%"
"2015- 01- 25","47,650","47,250","49,350","47,000","13.37M","0.32%"
"2015- 01- 18","47,500","47,500","48,450","46,800","11.92M","0.11%"
"2015- 01- 11","47,450","50,000","50,500","47,250","13.08M","-4.53%"
"2015- 01- 04","49,700","48,050","51,400","46,700","12.90M","4.08%"
"2014- 12- 28","47,750","47,100","48,500","47,000","3.87M","1.60%"
"2014- 12- 21","47,000","48,000","48,500","47,000","4.60M","-3.09%"
"2014- 12- 14","48,500","47,100","48,900","45,900","8.61M","2.00%"
"2014- 12- 07","47,550","49,000","49,950","47,000","10.77M","-1.65%"
"2014- 11- 30","48,350","48,050","49,150","47,300","6.29M","0.62%"
"2014- 11- 23","48,050","47,250","48,800","46,800","7.65M","3.44%"
"2014- 11- 16","46,450","49,200","49,350","45,700","12.96M","-5.59%"
"2014- 11- 09","49,200","47,500","49,200","47,200","8.51M","3.80%"
"2014- 11- 02","47,400","48,000","48,300","46,900","9.03M","-0.11%"
"2014- 10- 26","47,450","45,800","47,550","44,400","12.59M","4.75%"
"2014- 10- 19","45,300","44,100","46,800","43,550","10.21M","2.72%"
"2014- 10- 12","44,100","40,350","45,750","40,300","15.81M","4.50%"
"2014- 10- 05","42,200","47,850","47,850","41,850","19.56M","-10.40%"
"2014- 09- 28","47,100","46,500","47,450","45,700","12.90M","3.29%"
"2014- 09- 21","45,600","43,550","45,800","42,500","13.95M","3.64%"
"2014- 09- 14","44,000","44,300","44,450","42,300","11.44M","-1.12%"
"2014- 09- 07","44,500","45,700","45,700","43,850","7.14M","3.01%"
"2014- 08- 31","43,200","45,700","45,800","41,700","18.93M","-4.85%"
"2014- 08- 24","45,400","45,850","47,300","44,400","14.60M","-1.20%"
"2014- 08- 17","45,950","44,400","46,750","43,650","16.83M","5.51%"
"2014- 08- 10","43,550","44,900","45,550","43,050","15.85M","-1.47%"
"2014- 08- 03","44,200","46,400","48,300","43,500","22.04M","-4.54%"
"2014- 07- 27","46,300","47,450","47,950","44,000","29.90M","-2.53%"
"2014- 07- 20","47,500","51,300","51,700","47,200","18.88M","-6.50%"
"2014- 07- 13","50,800","49,250","52,400","49,100","12.08M","3.78%"
"2014- 07- 06","48,950","50,400","52,000","48,350","14.36M","-2.88%"
"2014- 06- 29","50,400","47,900","51,000","47,850","14.74M","6.11%"
"2014- 06- 22","47,500","49,250","50,900","47,500","17.48M","-3.85%"
"2014- 06- 15","49,400","46,600","50,900","46,400","16.92M","4.99%"
"2014- 06- 08","47,050","47,000","48,450","46,000","14.44M","1.29%"
"2014- 06- 01","46,450","44,200","46,450","44,000","8.89M","5.21%"
"2014- 05- 25","44,150","42,600","44,150","42,050","12.62M","4.25%"
"2014- 05- 18","42,350","42,000","42,750","40,750","11.99M","0.24%"
"2014- 05- 11","42,250","40,900","42,300","40,900","10.88M","2.67%"
"2014- 05- 04","41,150","41,000","41,450","40,250","7.05M","1.23%"
"2014- 04- 27","40,650","40,450","41,350","39,600","11.37M","-0.25%"
"2014- 04- 20","40,750","39,300","41,350","39,000","20.30M","3.95%"
"2014- 04- 13","39,200","37,100","39,550","36,900","15.14M","5.80%"
"2014- 04- 06","37,050","36,800","37,850","36,500","12.12M","-0.54%"
"2014- 03- 30","37,250","37,000","37,700","35,550","20.69M","0.54%"
"2014- 03- 23","37,050","38,750","38,800","37,000","13.89M","-4.26%"
"2014- 03- 16","38,700","37,400","38,750","36,350","17.07M","1.98%"
"2014- 03- 09","37,950","38,350","38,650","37,000","15.34M","-1.56%"
"2014- 03- 02","38,550","38,300","39,600","38,200","11.49M","-0.52%"
"2014- 02- 23","38,750","39,100","39,700","37,850","16.09M","-1.40%"
"2014- 02- 16","39,300","39,450","39,700","38,400","13.44M","0.64%"
"2014- 02- 09","39,050","39,400","40,200","38,950","14.32M","-0.64%"
"2014- 02- 02","39,300","37,500","39,500","36,000","24.75M","3.83%"
"2014- 01- 26","37,850","35,100","37,900","35,000","14.53M","5.43%"
"2014- 01- 19","35,900","36,050","37,100","35,000","24.36M","-0.28%"
"2014- 01- 12","36,000","38,350","39,000","36,000","24.22M","-6.49%"
"2014- 01- 05","38,500","36,400","39,250","36,350","24.28M","6.06%"
"2013- 12- 29","36,300","36,800","37,350","35,550","10.85M","-0.95%"
"2013- 12- 22","36,650","35,600","37,100","35,550","14.07M","3.82%"
"2013- 12- 15","35,300","36,600","37,550","34,800","21.70M","-3.29%"
"2013- 12- 08","36,500","36,000","37,150","35,850","21.22M","2.82%"
"2013- 12- 01","35,500","35,650","35,900","34,200","19.79M","0.28%"
"2013- 11- 24","35,400","32,800","35,900","32,750","23.54M","9.26%"
"2013- 11- 17","32,400","33,900","34,100","31,750","17.01M","-3.86%"
"2013- 11- 10","33,700","32,400","33,800","31,350","16.97M","4.50%"
"2013- 11- 03","32,250","33,350","33,500","32,050","11.29M","-3.01%"
"2013- 10- 27","33,250","32,650","33,600","31,900","23.13M","1.99%"
"2013- 10- 20","32,600","34,650","35,000","32,300","25.86M","-5.78%"
"2013- 10- 13","34,600","33,100","34,650","32,550","19.45M","3.75%"
"2013- 10- 06","33,350","32,750","34,000","32,450","28.78M","2.77%"
"2013- 09- 29","32,450","30,300","32,450","29,800","24.76M","6.92%"
"2013- 09- 22","30,350","30,650","30,850","29,600","21.18M","0.17%"
"2013- 09- 15","30,300","29,300","30,450","29,300","11.97M","4.48%"
"2013- 09- 08","29,000","27,600","29,300","27,550","31.48M","7.01%"
"2013- 09- 01","27,100","28,500","28,700","26,850","41.45M","-4.07%"
"2013- 08- 25","28,250","28,500","28,700","27,350","20.66M","-0.88%"
"2013- 08- 18","28,500","28,550","29,150","27,700","18.46M","-0.70%"
"2013- 08- 11","28,700","26,650","29,200","26,600","27.89M","7.69%"
"2013- 08- 04","26,650","27,300","27,750","26,000","25.87M","-2.91%"
"2013- 07- 28","27,450","27,950","27,950","26,600","39.00M","-2.49%"
"2013- 07- 21","28,150","28,400","29,250","27,750","28.16M","-0.88%"
"2013- 07- 14","28,400","28,500","29,450","28,050","21.44M","-0.35%"
"2013- 07- 07","28,500","28,100","28,650","27,400","29.53M","0.35%"
"2013- 06- 30","28,400","30,950","31,850","27,950","52.48M","-8.97%"
"2013- 06- 23","31,200","30,900","31,200","28,900","25.17M","1.30%"
"2013- 06- 16","30,800","31,400","32,400","30,000","25.55M","-2.22%"
"2013- 06- 09","31,500","31,700","32,950","31,200","22.71M","1.29%"
"2013- 06- 02","31,100","31,950","32,450","30,900","16.87M","-3.42%"
"2013- 05- 26","32,200","31,550","32,200","30,850","18.32M","2.55%"
"2013- 05- 19","31,400","30,500","32,000","30,300","30.48M","4.49%"
"2013- 05- 12","30,050","29,000","30,200","28,900","14.90M","3.26%"
"2013- 05- 05","29,100","29,700","29,850","28,400","18.97M","-1.52%"
"2013- 04- 28","29,550","29,550","30,000","29,000","13.81M","0.34%"
"2013- 04- 21","29,450","28,800","29,950","28,450","18.26M","2.26%"
"2013- 04- 14","28,800","28,950","29,400","27,850","17.52M","0.00%"
"2013- 04- 07","28,800","28,600","29,350","27,300","19.63M","0.88%"
"2013- 03- 31","28,550","28,900","29,300","28,350","17.51M","-0.70%"
"2013- 03- 24","28,750","29,050","29,700","28,750","18.35M","1.59%"
"2013- 03- 17","28,300","28,550","28,900","27,650","15.58M","-1.74%"
"2013- 03- 10","28,800","28,250","29,200","28,050","22.63M","1.95%"
"2013- 03- 03","28,250","26,600","28,450","25,900","33.08M","6.60%"
"2013- 02- 24","26,500","26,500","26,950","25,850","13.36M","0.38%"
"2013- 02- 17","26,400","25,600","26,700","25,550","16.16M","2.92%"
"2013- 02- 10","25,650","24,950","25,750","24,800","12.95M","3.64%"
"2013- 02- 03","24,750","24,500","25,000","23,600","20.77M","2.27%"
"2013- 01- 27","24,200","24,150","24,950","24,000","20.45M","0.00%"
"2013- 01- 20","24,200","25,750","25,850","23,800","27.89M","-5.47%"
"2013- 01- 13","25,600","27,250","27,300","25,450","25.82M","-5.54%"
"2013- 01- 06","27,100","26,400","27,250","25,650","21.22M","2.85%"
"2012- 12- 30","26,350","26,150","27,100","26,100","14.56M","2.33%"
"2012- 12- 23","25,750","25,400","25,950","25,050","11.52M","1.38%"
"2012- 12- 16","25,400","26,400","27,100","25,250","22.69M","-3.05%"
"2012- 12- 09","26,200","25,850","26,500","25,650","23.56M","1.16%"
"2012- 12- 02","25,900","24,300","25,950","24,200","21.99M","6.15%"
"2012- 11- 25","24,400","25,800","26,300","24,400","23.55M","-5.06%"
"2012- 11- 18","25,700","25,200","25,850","24,750","16.78M","3.01%"
"2012- 11- 11","24,950","25,200","26,700","24,550","30.22M","-1.77%"
"2012- 11- 04","25,400","25,950","26,350","25,350","22.35M","-2.12%"
"2012- 10- 28","25,950","24,550","26,300","23,900","30.54M","7.68%"
"2012- 10- 21","24,100","22,700","24,800","22,650","25.51M","3.43%"
"2012- 10- 14","23,300","22,550","23,750","22,100","16.78M","3.33%"
"2012- 10- 07","22,550","23,350","23,900","22,250","19.28M","-3.01%"
"2012- 09- 30","23,250","22,950","23,600","22,350","12.12M","2.20%"
"2012- 09- 23","22,750","23,950","24,000","22,450","19.31M","-4.61%"
"2012- 09- 16","23,850","23,150","24,650","22,800","32.68M","3.92%"
"2012- 09- 09","22,950","22,350","23,000","21,800","26.32M","2.00%"
"2012- 09- 02","22,500","21,200","22,550","20,550","35.21M","6.13%"
"2012- 08- 26","21,200","21,650","22,200","20,950","22.37M","-2.75%"
"2012- 08- 19","21,800","22,300","23,350","21,750","29.37M","-3.11%"
"2012- 08- 12","22,500","23,150","23,250","22,100","18.88M","-2.17%"
"2012- 08- 05","23,000","21,500","23,050","21,400","34.32M","9.79%"
